                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.2673,                 2.4471,                 1.4828,                 0.4525,                0.16067,                0.21385,                0.07123,                 2.0994,                 2.7694,                 1.3894,             0.00065385,             0.00065385,             0.00065385
